user_id,user_type,hdyhau,plan_name,created_at,plan_started_at,plan_canceled_at,trial_started_at,trial_ended_at,converted_from_trial
2298,student,friend,free,2025-08-10 02:26:39.651989,,,,,
2299,professional,friend,free,2025-08-11 22:05:44.336353,,,,,
2300,professional,friend,free,2025-08-13 21:48:19.150322,,,,,
2301,student,friend,free,2025-08-12 19:19:20.334809,,,,,
2302,professional,chatgpt,free,2025-08-24 01:30:09.508608,,,,,
2303,student,chatgpt,free,2025-08-06 00:39:52.869604,,,,,
2304,professional,friend,free,2025-08-22 07:22:42.607290,,,,,
2305,student,friend,free,2025-08-25 05:34:01.532373,,,,,
2306,student,chatgpt,free,2025-08-19 12:17:07.622808,,,,,
2307,professional,social_media,free,2025-08-12 04:19:41.081477,,,,,
2308,student,friend,free,2025-08-30 18:59:56.101332,,,,,
2309,student,social_media,free,2025-08-12 14:15:30.622144,,,,,
2310,professional,social_media,free,2025-08-12 07:10:09.635632,,,,,
2311,professional,search,free,2025-08-11 15:05:58.412135,,,,,
2312,teacher,friend,free,2025-08-26 14:05:42.155857,,,,,
2313,professional,friend,free,2025-08-13 03:36:39.706967,,,,,
2314,student,search,free,2025-08-22 20:58:03.662972,,,,,
2315,professional,search,free,2025-08-15 13:29:06.384095,,,,,
2316,professional,search,premium,2025-08-02 23:54:09.088106,2025-09-06 13:37:49.970563,,,,False
2317,professional,friend,free,2025-08-19 15:03:05.839510,,,,,
2318,professional,chatgpt,free,2025-08-10 17:15:03.816231,,,,,
2319,student,friend,free,2025-08-15 18:26:35.405383,,,,,
2320,student,social_media,free,2025-08-28 01:09:59.841729,,,,,
2321,professional,search,free,2025-08-13 13:29:56.223545,,,,,
2322,student,friend,free,2025-08-03 13:20:48.775646,,,,,
2323,professional,friend,free,2025-08-21 05:18:18.360047,,,,,
2324,teacher,friend,free,2025-08-12 10:05:38.070681,,,,,
2325,professional,search,free,2025-08-15 10:15:20.627426,,,,,
2326,student,social_media,free,2025-08-11 14:51:38.177754,,,,,
2327,professional,friend,free,2025-08-18 17:05:20.701351,,,2025-09-14 07:01:31.718666,2025-09-21 07:01:31.718666,
2328,student,search,free,2025-08-11 10:40:01.502406,,,,,
2329,teacher,friend,free,2025-08-09 18:08:58.250296,,,,,
2330,student,social_media,free,2025-08-17 10:25:25.379135,,,,,
2331,student,friend,free,2025-08-20 08:09:18.434220,,,,,
2332,professional,social_media,free,2025-08-19 23:57:40.254323,,,,,
2333,student,social_media,free,2025-08-17 23:54:13.092766,,,,,
2334,professional,friend,free,2025-08-02 16:02:45.904074,,,,,
2335,student,social_media,free,2025-08-20 12:54:33.462229,,,,,
2336,student,social_media,free,2025-08-26 20:07:07.644530,,,,,
2337,professional,friend,free,2025-08-16 17:12:25.127137,,,,,
2338,teacher,chatgpt,free,2025-08-10 15:04:39.225720,,,,,
2339,teacher,friend,free,2025-08-09 15:48:47.141957,,,,,
2340,professional,friend,free,2025-08-24 15:41:46.645977,,,,,
2341,professional,search,free,2025-08-24 17:11:49.089551,,,,,
2342,teacher,chatgpt,free,2025-08-22 14:42:37.207577,,,,,
2343,student,friend,free,2025-08-06 09:57:35.486416,,,,,
2344,student,friend,free,2025-08-15 09:35:50.803147,,,,,
2345,professional,social_media,free,2025-08-15 19:52:23.556694,,,,,
2346,teacher,friend,free,2025-08-08 10:21:11.248712,,,2025-09-05 17:32:37.910420,2025-09-12 17:32:37.910420,
2347,professional,friend,free,2025-08-18 03:19:13.188766,,,,,
2348,professional,search,free,2025-08-18 12:23:02.583163,,,,,
2349,student,social_media,free,2025-08-21 12:40:42.873502,,,,,
2350,student,friend,free,2025-08-19 22:12:27.808675,,,,,
2351,student,friend,free,2025-08-21 00:37:21.925437,,,,,
2352,teacher,search,free,2025-08-30 19:39:52.860733,,,,,
2353,student,chatgpt,free,2025-08-17 08:37:46.619208,,,2025-09-10 05:16:16.090605,2025-09-17 05:16:16.090605,
2354,student,social_media,free,2025-08-02 01:30:30.875803,,,,,
2355,student,friend,free,2025-08-25 05:22:42.658238,,,,,
2356,student,friend,free,2025-08-26 20:23:39.353827,,,,,
2357,student,social_media,free,2025-08-24 22:18:44.291763,,,,,
2358,teacher,friend,free,2025-08-17 01:12:13.081770,,,,,
2359,professional,friend,free,2025-08-22 20:54:14.047779,,,,,
2360,student,social_media,free,2025-08-17 19:45:37.239782,,,,,
2361,professional,friend,free,2025-08-30 04:58:57.866317,,,,,
2362,student,social_media,free,2025-08-21 16:31:24.694134,,,,,
2363,professional,chatgpt,free,2025-08-19 04:34:29.156441,,,,,
2364,student,friend,free,2025-08-01 18:47:14.617987,,,,,
2365,teacher,friend,free,2025-08-08 07:17:38.216737,,,,,
2366,student,social_media,free,2025-08-08 00:02:00.388308,,,,,
2367,professional,friend,free,2025-08-03 13:18:59.693013,,,,,
2368,student,search,free,2025-08-17 23:09:05.814364,,,,,
2369,teacher,chatgpt,free,2025-08-12 02:10:26.410771,,,,,
2370,teacher,social_media,free,2025-08-08 19:36:44.480364,,,,,
2371,professional,friend,free,2025-08-29 01:04:40.743324,,,,,
2372,student,friend,free,2025-08-19 07:14:43.514445,,,,,
2373,teacher,friend,free,2025-08-31 06:51:08.262622,,,,,
2374,student,social_media,free,2025-08-20 17:34:36.648849,,,,,
2375,professional,friend,free,2025-08-18 16:22:53.029697,,,,,
2376,student,friend,free,2025-08-19 07:51:09.520458,,,,,
2377,professional,chatgpt,free,2025-08-06 10:51:50.474682,,,,,
2378,professional,friend,free,2025-08-10 11:02:01.304859,,,,,
2379,teacher,friend,free,2025-08-16 20:11:00.320962,,,,,
2380,student,search,free,2025-08-03 13:38:14.765428,,,,,
2381,student,chatgpt,free,2025-08-20 19:26:41.088128,,,,,
2382,student,search,premium,2025-08-12 00:00:49.548208,2025-09-02 18:45:47.816519,,,,False
2383,professional,chatgpt,free,2025-08-03 17:55:38.275461,,,,,
2384,student,social_media,free,2025-08-17 05:48:27.563930,,,,,
2385,student,social_media,free,2025-08-22 15:43:47.619224,,,,,
2386,student,social_media,free,2025-08-04 13:35:36.633509,,,,,
2387,teacher,social_media,free,2025-08-12 06:20:33.998838,,,,,
2388,student,social_media,free,2025-08-21 21:51:24.988165,,,,,
2389,student,social_media,free,2025-08-21 05:59:55.325221,,,,,
2390,teacher,friend,free,2025-08-26 03:12:32.746400,,,,,
2391,student,search,free,2025-08-13 22:47:16.332381,,,2025-09-08 18:18:33.676959,2025-09-15 18:18:33.676959,
2392,teacher,friend,free,2025-08-18 04:58:53.721263,,,,,
2393,student,search,free,2025-08-03 06:44:45.498611,,,,,
2394,professional,search,free,2025-08-07 23:03:03.118217,,,,,
2395,professional,social_media,free,2025-08-11 02:37:05.618175,,,,,
2396,professional,friend,free,2025-08-23 10:56:47.806501,,,,,
2397,student,friend,free,2025-08-16 07:01:08.456203,,,,,
2398,teacher,social_media,free,2025-08-23 12:58:47.298062,,,2025-09-11 23:25:36.495632,2025-09-18 23:25:36.495632,
2399,professional,friend,free,2025-08-13 03:40:23.208569,,,,,
2400,professional,social_media,free,2025-08-16 17:03:29.256806,,,,,
2401,teacher,social_media,free,2025-08-30 05:36:25.658511,,,,,
2402,student,friend,free,2025-08-08 06:24:25.745504,,,,,
2403,professional,social_media,free,2025-08-03 04:49:33.053845,,,,,
2404,professional,search,free,2025-08-06 04:57:12.644278,,,,,
2405,student,friend,free,2025-08-22 17:19:47.874278,,,,,
2406,professional,search,free,2025-08-21 11:56:25.753503,,,2025-09-03 10:42:30.932714,2025-09-10 10:42:30.932714,
2407,teacher,friend,free,2025-08-20 23:43:56.102150,,,,,
2408,student,social_media,free,2025-08-26 01:39:50.147003,,,,,
2409,professional,friend,free,2025-08-28 17:42:40.365342,,,,,
2410,student,social_media,free,2025-08-14 06:54:47.705495,,,,,
2411,student,search,free,2025-08-27 08:11:28.705183,,,,,
2412,professional,search,free,2025-08-21 21:01:30.074400,,,,,
2413,student,chatgpt,free,2025-08-02 11:46:51.815490,,,,,
2414,student,search,free,2025-08-12 04:33:59.464251,,,,,
2415,professional,search,premium,2025-08-03 08:34:56.424447,2025-08-23 08:37:33.425049,,,,False
2416,student,search,free,2025-08-29 15:18:36.674192,,,,,
2417,student,social_media,free,2025-08-29 18:21:17.308976,,,,,
2418,student,search,free,2025-08-19 07:25:53.723413,,,,,
2419,professional,friend,free,2025-08-18 18:32:36.655578,,,,,
2420,student,friend,free,2025-08-09 23:41:23.155982,,,,,
2421,student,friend,premium,2025-08-27 18:13:33.772134,2025-08-27 19:53:31.831144,,,,False
2422,student,search,free,2025-08-06 18:09:49.871437,,,,,
2423,student,friend,free,2025-08-15 09:55:12.196975,,,,,
2424,professional,friend,free,2025-08-03 00:13:00.875954,,,,,
2425,professional,friend,free,2025-08-10 12:25:36.897542,,,,,
2426,teacher,search,free,2025-08-29 15:33:43.178663,,,,,
2427,student,search,free,2025-08-27 15:27:56.856351,,,,,
2428,professional,friend,free,2025-08-09 04:52:28.772754,,,2025-09-05 03:49:51.829855,2025-09-12 03:49:51.829855,
2429,student,chatgpt,free,2025-08-23 15:14:29.193742,,,,,
2430,professional,social_media,free,2025-08-12 12:12:10.264155,,,,,
2431,professional,social_media,free,2025-08-08 18:31:18.457143,,,,,
2432,professional,friend,free,2025-08-10 06:02:21.332632,,,,,
2433,student,social_media,free,2025-08-03 09:15:51.465208,,,,,
2434,teacher,social_media,free,2025-08-06 14:14:32.186213,,,,,
2435,teacher,social_media,free,2025-08-12 21:30:30.383273,,,,,
2436,professional,social_media,free,2025-08-25 13:48:23.025526,,,,,
2437,professional,chatgpt,free,2025-08-05 03:08:05.975165,,,,,
2438,student,social_media,free,2025-08-01 15:01:01.926613,,,2025-09-07 23:26:33.563187,2025-09-14 23:26:33.563187,
2439,professional,friend,free,2025-08-03 08:54:31.905286,,,,,
2440,student,friend,free,2025-08-23 20:04:55.305847,,,,,
2441,teacher,social_media,free,2025-08-08 18:03:37.657330,,,,,
2442,professional,search,free,2025-08-12 14:12:05.906033,,,,,
2443,student,friend,free,2025-08-25 02:35:23.352724,,,,,
2444,student,search,free,2025-08-22 11:50:24.738436,,,,,
2445,teacher,social_media,free,2025-08-07 22:25:56.714844,,,,,
2446,professional,friend,free,2025-08-12 15:25:08.662451,,,,,
2447,student,friend,free,2025-08-02 02:09:19.951239,,,,,
2448,student,friend,free,2025-08-19 20:30:25.068476,,,,,
2449,teacher,social_media,free,2025-08-02 12:08:27.886027,,,,,
2450,professional,friend,free,2025-08-23 16:06:53.761628,,,,,
2451,student,search,free,2025-08-14 15:55:49.111819,,,,,
2452,professional,friend,free,2025-08-20 12:25:30.261427,,,,,
2453,student,friend,free,2025-08-01 19:50:38.257181,,,,,
2454,professional,search,free,2025-08-28 09:53:03.329836,,,,,
2455,professional,friend,free,2025-08-12 23:04:49.652543,,,2025-09-10 16:24:59.025263,2025-09-17 16:24:59.025263,
2456,professional,social_media,free,2025-08-15 02:34:12.152261,,,,,
2457,professional,search,free,2025-08-23 00:09:57.268719,,,,,
2458,student,friend,free,2025-08-01 06:27:38.141442,,,,,
2459,student,social_media,free,2025-08-30 22:02:48.037068,,,,,
2460,teacher,friend,free,2025-08-20 19:44:46.046913,,,,,
2461,student,friend,free,2025-08-12 17:34:59.534533,,,,,
2462,student,friend,free,2025-08-12 04:07:51.550571,,,,,
2463,teacher,social_media,free,2025-08-19 23:47:24.756179,,,,,
2464,student,social_media,free,2025-08-05 17:56:01.593102,,,,,
2465,student,friend,free,2025-08-02 19:10:20.942613,,,,,
2466,student,chatgpt,free,2025-08-06 03:37:50.066804,,,2025-09-11 05:55:03.157683,2025-09-18 05:55:03.157683,
2467,student,friend,premium,2025-08-08 17:48:11.899728,2025-09-03 12:10:13.967731,,,,False
2468,student,friend,free,2025-08-27 17:17:43.557105,,,,,
2469,student,friend,free,2025-08-21 00:57:29.393108,,,,,
2470,professional,search,free,2025-08-27 20:18:07.570550,,,,,
2471,student,social_media,free,2025-08-18 19:36:18.696828,,,2025-09-02 04:36:17.375822,2025-09-09 04:36:17.375822,
2472,professional,social_media,free,2025-08-28 19:51:37.566764,,,,,
2473,student,chatgpt,free,2025-08-22 11:32:27.702405,,,,,
2474,teacher,social_media,free,2025-08-23 02:07:50.606972,,,,,
2475,student,search,free,2025-08-17 23:17:11.135417,,,,,
2476,professional,social_media,free,2025-08-04 08:06:40.236000,,,,,
2477,teacher,friend,free,2025-08-11 03:09:53.666482,,,,,
2478,professional,friend,free,2025-08-13 19:10:35.457938,,,,,
2479,student,social_media,premium,2025-08-17 13:21:19.367352,2025-08-25 17:41:55.121305,,,,False
2480,teacher,chatgpt,free,2025-08-03 23:12:35.802677,,,,,
2481,teacher,friend,free,2025-08-16 18:21:20.551826,,,,,
2482,professional,friend,free,2025-08-16 11:31:03.377486,,,,,
2483,professional,friend,free,2025-08-09 19:42:36.207842,,,,,
2484,student,chatgpt,free,2025-08-22 21:21:07.540629,,,,,
2485,professional,friend,free,2025-08-10 13:39:27.157814,,,,,
2486,student,social_media,free,2025-08-20 14:00:59.916455,,,,,
2487,student,social_media,free,2025-08-16 01:56:04.164802,,,,,
2488,student,friend,free,2025-08-05 03:56:25.442793,,,2025-09-14 19:34:35.318977,2025-09-21 19:34:35.318977,
2489,professional,friend,free,2025-08-14 23:09:05.502949,,,,,
2490,student,friend,free,2025-08-01 11:31:34.139752,,,,,
2491,student,search,free,2025-08-17 12:41:46.286863,,,,,
2492,student,social_media,free,2025-08-11 10:30:18.678204,,,2025-09-12 08:25:06.687752,2025-09-19 08:25:06.687752,
2493,student,friend,free,2025-08-04 06:19:55.619933,,,,,
2494,teacher,social_media,free,2025-08-31 13:37:18.800702,,,,,
2495,student,friend,free,2025-08-26 05:47:47.452063,,,,,
2496,student,friend,free,2025-08-11 17:56:29.581646,,,,,
2497,student,friend,free,2025-08-14 20:22:46.812452,,,,,
2498,professional,friend,free,2025-08-12 13:49:02.037071,,,,,
2499,student,friend,free,2025-08-07 06:48:18.168559,,,,,
2500,student,chatgpt,free,2025-08-13 06:27:59.466943,,,,,
2501,student,friend,free,2025-08-16 18:49:54.656435,,,2025-09-09 02:32:25.729985,2025-09-16 02:32:25.729985,
2502,teacher,friend,free,2025-08-29 23:49:31.472255,,,,,
2503,student,friend,free,2025-08-23 11:27:28.198529,,,,,
2504,student,friend,free,2025-08-31 21:20:50.482292,,,,,
2505,teacher,search,free,2025-08-06 00:28:35.008398,,,,,
2506,student,search,free,2025-08-24 06:59:44.853668,,,2025-09-02 15:03:31.755401,2025-09-09 15:03:31.755401,
2507,teacher,social_media,free,2025-08-28 19:03:51.016737,,,2025-09-05 11:57:32.349122,2025-09-12 11:57:32.349122,
2508,teacher,friend,free,2025-08-01 11:06:47.096484,,,,,
2509,teacher,friend,free,2025-08-11 07:06:42.011054,,,,,
2510,student,search,free,2025-08-30 19:49:41.954822,,,2025-09-02 22:44:31.354474,2025-09-09 22:44:31.354474,
2511,student,search,free,2025-08-13 19:00:28.216621,,,2025-09-07 19:28:29.144071,2025-09-14 19:28:29.144071,
2512,professional,friend,free,2025-08-01 10:17:13.992771,,,,,
2513,professional,friend,free,2025-08-28 09:26:17.666800,,,,,
2514,student,chatgpt,free,2025-08-18 17:46:13.683499,,,,,
2515,teacher,friend,free,2025-08-07 20:11:22.742394,,,,,
2516,student,search,free,2025-08-10 15:35:29.948207,,,,,
2517,professional,search,free,2025-08-06 10:12:45.291879,,,2025-09-06 03:56:50.607759,2025-09-13 03:56:50.607759,
2518,professional,friend,free,2025-08-07 23:44:52.295195,,,2025-09-04 04:46:10.105714,2025-09-11 04:46:10.105714,
2519,professional,social_media,free,2025-08-26 02:04:31.580361,,,,,
2520,student,social_media,free,2025-08-16 09:43:50.984477,,,,,
2521,teacher,search,free,2025-08-20 15:40:58.346459,,,,,
2522,student,chatgpt,free,2025-08-02 02:56:10.936156,,,,,
2523,professional,search,free,2025-08-31 05:22:31.392886,,,,,
2524,student,social_media,free,2025-08-26 00:07:29.378597,,,,,
2525,student,friend,free,2025-08-27 16:18:18.789686,,,,,
2526,professional,friend,free,2025-08-10 05:29:04.357221,,,,,
2527,teacher,chatgpt,free,2025-08-14 12:25:22.904327,,,,,
2528,student,friend,free,2025-08-14 23:07:53.553876,,,,,
2529,student,friend,free,2025-08-04 22:15:51.625850,,,,,
2530,student,chatgpt,free,2025-08-01 08:11:47.064683,,,,,
2531,student,friend,free,2025-08-28 06:22:05.736413,,,,,
2532,student,social_media,premium,2025-08-27 04:31:07.542871,2025-08-27 05:15:12.056041,,,,False
2533,student,friend,free,2025-08-22 02:55:03.221443,,,,,
2534,student,friend,free,2025-08-26 14:05:31.472775,,,,,
2535,student,friend,free,2025-08-01 06:18:35.139056,,,,,
2536,student,search,free,2025-08-15 18:13:06.992661,,,2025-09-06 17:22:05.867234,2025-09-13 17:22:05.867234,
2537,student,friend,free,2025-08-11 21:24:09.835591,,,,,
2538,professional,friend,premium,2025-08-25 12:11:20.767272,2025-09-11 02:19:08.183316,,,,False
2539,teacher,friend,free,2025-08-18 09:10:44.892605,,,,,
2540,professional,chatgpt,free,2025-08-04 08:09:56.823647,,,,,
2541,teacher,friend,premium,2025-08-28 16:13:48.621380,2025-09-15 03:22:36.448152,,,,False
2542,student,friend,free,2025-08-28 12:12:53.617803,,,2025-09-12 02:41:55.073125,2025-09-19 02:41:55.073125,
2543,teacher,friend,free,2025-08-23 16:52:51.514286,,,,,
2544,student,friend,free,2025-08-19 21:33:02.492461,,,,,
2545,student,social_media,free,2025-08-03 18:04:33.655974,,,,,
2546,professional,friend,free,2025-08-08 12:52:17.485150,,,,,
2547,professional,friend,free,2025-08-15 14:46:44.227115,,,2025-09-07 07:20:50.384985,2025-09-14 07:20:50.384985,
2548,teacher,social_media,free,2025-08-04 01:43:45.566393,,,,,
2549,student,search,free,2025-08-21 04:37:56.246150,,,,,
2550,teacher,social_media,free,2025-08-22 18:02:11.072775,,,,,
2551,student,friend,free,2025-08-09 00:01:56.907636,,,,,
2552,teacher,friend,free,2025-08-13 22:31:05.845992,,,,,
2553,student,social_media,free,2025-08-18 10:14:18.332769,,,,,
2554,professional,search,free,2025-08-22 15:39:21.103179,,,,,
2555,professional,search,free,2025-08-23 22:15:16.917663,,,2025-09-08 12:09:33.339311,2025-09-15 12:09:33.339311,
2556,teacher,friend,free,2025-08-02 23:04:26.460252,,,,,
2557,student,search,free,2025-08-09 12:41:13.302938,,,2025-09-08 12:15:54.851958,2025-09-15 12:15:54.851958,
2558,student,friend,free,2025-08-06 11:47:14.322437,,,,,
2559,student,friend,free,2025-08-08 07:13:07.760639,,,,,
2560,student,friend,free,2025-08-25 08:27:11.056209,,,,,
2561,professional,chatgpt,free,2025-08-25 11:54:56.165935,,,,,
2562,student,social_media,free,2025-08-10 18:57:52.613023,,,,,
2563,professional,friend,free,2025-08-13 17:36:00.076168,,,,,
2564,student,friend,premium,2025-08-30 23:00:41.094917,2025-09-17 16:37:08.058194,,2025-09-12 07:18:02.643457,2025-09-19 07:18:02.643457,True
2565,professional,friend,premium,2025-08-15 16:00:31.041939,2025-09-02 01:08:35.355542,,,,False
2566,professional,social_media,free,2025-08-07 22:05:36.893345,,,,,
2567,professional,friend,free,2025-08-06 19:47:27.715208,,,,,
2568,teacher,chatgpt,free,2025-08-02 10:27:42.239527,,,,,
2569,student,chatgpt,free,2025-08-14 14:00:44.099067,,,,,
2570,student,search,free,2025-08-28 14:24:31.663274,,,,,
2571,student,search,free,2025-08-24 09:05:20.868039,,,2025-09-09 02:59:39.429583,2025-09-16 02:59:39.429583,
2572,professional,social_media,premium,2025-08-02 21:33:28.232145,2025-08-11 00:46:19.341879,,,,False
2573,teacher,friend,free,2025-08-31 14:36:14.831597,,,,,
2574,professional,social_media,free,2025-08-19 22:33:15.760726,,,,,
2575,professional,friend,free,2025-08-16 17:52:12.128083,,,,,
2576,teacher,friend,free,2025-08-01 19:46:04.775817,,,,,
2577,teacher,friend,free,2025-08-27 07:21:03.465107,,,,,
2578,teacher,search,free,2025-08-13 22:32:13.080671,,,2025-09-07 18:55:58.462274,2025-09-14 18:55:58.462274,
2579,student,friend,free,2025-08-07 18:14:17.118725,,,,,
2580,professional,friend,premium,2025-08-06 23:41:56.247436,2025-08-07 01:26:28.710638,,,,False
2581,student,friend,free,2025-08-18 05:22:33.357507,,,,,
2582,professional,social_media,free,2025-08-29 20:52:14.185007,,,,,
2583,professional,search,free,2025-08-23 05:07:19.957430,,,,,
2584,student,chatgpt,premium,2025-08-01 13:31:23.874343,2025-09-08 02:42:22.090995,,,,False
2585,professional,friend,free,2025-08-18 12:05:56.771411,,,2025-09-12 05:07:39.572266,2025-09-19 05:07:39.572266,
2586,professional,social_media,free,2025-08-16 06:13:38.836499,,,,,
2587,teacher,friend,free,2025-08-22 02:07:49.035969,,,,,
2588,professional,search,premium,2025-08-21 21:33:45.212532,2025-09-21 11:06:08.388133,,,,False
2589,student,friend,free,2025-08-22 01:39:09.350552,,,,,
2590,professional,friend,free,2025-08-14 11:41:31.439504,,,,,
2591,professional,friend,free,2025-08-04 10:51:40.285960,,,,,
2592,student,social_media,premium,2025-08-25 01:12:40.954646,2025-09-08 21:22:09.806468,,,,False
2593,student,social_media,free,2025-08-22 03:15:34.963239,,,,,
2594,teacher,friend,free,2025-08-24 15:59:20.868352,,,,,
2595,professional,social_media,free,2025-08-06 23:47:05.518845,,,,,
2596,student,social_media,free,2025-08-18 14:27:10.161254,,,,,
2597,professional,chatgpt,free,2025-08-13 06:59:55.506564,,,,,
2598,teacher,friend,free,2025-08-29 18:00:10.358653,,,,,
2599,teacher,search,free,2025-08-07 05:31:18.487888,,,,,
2600,student,social_media,free,2025-08-09 06:38:18.940474,,,,,
2601,professional,friend,free,2025-08-17 01:34:42.592568,,,,,
2602,student,friend,free,2025-08-15 14:47:04.211314,,,,,
2603,student,friend,free,2025-08-06 07:36:03.475687,,,,,
2604,student,friend,free,2025-08-20 02:43:59.433815,,,2025-09-09 00:49:09.511004,2025-09-16 00:49:09.511004,
2605,teacher,friend,free,2025-08-19 22:27:38.030754,,,2025-09-07 02:37:14.195300,2025-09-14 02:37:14.195300,
2606,professional,friend,free,2025-08-16 07:48:42.104243,,,,,
2607,student,chatgpt,free,2025-08-29 07:10:02.243769,,,,,
2608,professional,friend,free,2025-08-10 10:10:41.640615,,,,,
2609,professional,friend,free,2025-08-17 21:18:58.844199,,,,,
2610,student,friend,free,2025-08-02 10:56:50.740893,,,,,
2611,professional,friend,free,2025-08-07 03:02:17.738212,,,,,
2612,teacher,friend,free,2025-08-06 09:49:19.043025,2025-09-17 20:39:21.423624,2025-09-19 13:21:15.680609,2025-09-11 18:27:57.402138,2025-09-18 18:27:57.402138,True
2613,student,search,free,2025-08-01 12:02:57.106325,,,,,
2614,student,friend,free,2025-08-12 21:36:50.346303,,,,,
2615,professional,search,free,2025-08-18 18:30:23.833930,,,,,
2616,student,friend,free,2025-08-13 07:51:58.583398,,,,,
2617,professional,search,free,2025-08-07 02:33:08.218022,,,,,
2618,teacher,search,free,2025-08-02 14:29:59.616681,,,,,
2619,professional,friend,free,2025-08-04 23:42:37.795962,,,,,
2620,student,friend,free,2025-08-20 17:27:32.392526,,,,,
2621,professional,chatgpt,free,2025-08-14 14:24:40.784442,,,,,
2622,professional,social_media,free,2025-08-22 13:49:49.820511,,,,,
2623,teacher,friend,free,2025-08-02 14:51:50.185341,,,,,
2624,teacher,search,free,2025-08-25 00:40:27.565486,,,,,
2625,professional,social_media,free,2025-08-25 05:54:47.700670,,,,,
2626,professional,friend,free,2025-08-06 01:06:52.452438,,,,,
2627,teacher,social_media,free,2025-08-02 21:46:33.597645,,,,,
2628,professional,chatgpt,free,2025-08-30 12:18:37.554859,,,,,
2629,student,search,free,2025-08-15 21:24:27.975793,,,,,
2630,student,social_media,free,2025-08-30 19:50:10.133266,,,,,
2631,professional,friend,free,2025-08-03 00:38:04.189878,,,,,
2632,professional,social_media,free,2025-08-11 19:09:53.235188,,,,,
2633,student,chatgpt,free,2025-08-30 15:54:06.245334,,,,,
2634,professional,friend,free,2025-08-24 23:03:39.127775,,,,,
2635,teacher,social_media,free,2025-08-13 05:12:18.314243,,,,,
2636,student,chatgpt,free,2025-08-07 15:29:09.778118,,,2025-09-14 00:45:47.344532,2025-09-21 00:45:47.344532,
2637,student,friend,premium,2025-08-29 12:13:58.201630,2025-08-29 12:22:02.503541,2025-09-18 20:19:45.848451,,,False
2638,teacher,friend,free,2025-08-27 03:05:28.386620,,,,,
2639,student,social_media,premium,2025-08-06 22:52:47.718224,2025-09-05 07:38:05.750647,,,,False
2640,professional,friend,free,2025-08-26 18:35:28.619661,,,,,
2641,student,friend,free,2025-08-16 22:47:43.019631,,,,,
2642,student,search,free,2025-08-22 00:03:37.597763,,,,,
2643,student,search,free,2025-08-03 16:37:39.714441,,,,,
2644,student,friend,free,2025-08-16 18:51:43.959848,,,,,
2645,student,chatgpt,free,2025-08-19 20:53:52.846914,,,,,
2646,teacher,search,free,2025-08-02 23:03:02.390417,,,,,
2647,student,friend,free,2025-08-15 02:31:18.531581,,,,,
2648,professional,search,free,2025-08-03 04:41:55.813282,,,,,
2649,student,search,free,2025-08-28 02:37:21.990990,,,,,
2650,professional,chatgpt,free,2025-08-12 13:46:59.853336,,,,,
2651,student,search,free,2025-08-07 00:40:14.306461,,,,,
2652,teacher,friend,free,2025-08-12 17:25:08.927565,,,,,
2653,student,friend,free,2025-08-25 02:33:33.426869,,,,,
2654,teacher,friend,free,2025-08-18 22:06:41.474445,,,,,
2655,student,social_media,free,2025-08-27 12:12:09.627085,,,,,
2656,teacher,chatgpt,free,2025-08-10 05:44:51.268292,,,,,
2657,professional,chatgpt,free,2025-08-03 05:41:23.083375,,,,,
2658,professional,social_media,free,2025-08-10 14:11:06.964433,,,,,
2659,student,friend,free,2025-08-20 17:49:12.862934,,,,,
2660,professional,friend,free,2025-08-09 05:24:53.320255,,,,,
2661,student,friend,free,2025-08-26 07:31:41.329906,,,,,
2662,professional,social_media,premium,2025-08-09 07:27:58.521711,2025-09-12 19:21:46.811491,,,,False
2663,professional,search,free,2025-08-05 02:13:54.062831,,,2025-09-13 14:12:47.989425,2025-09-20 14:12:47.989425,
2664,teacher,friend,free,2025-08-25 02:46:25.080562,,,,,
2665,student,friend,free,2025-08-06 13:47:17.356766,,,,,
2666,professional,friend,free,2025-08-25 15:55:46.086805,,,,,
2667,professional,friend,free,2025-08-18 19:15:32.537124,,,,,
2668,professional,friend,free,2025-08-14 06:35:22.826907,,,,,
2669,professional,social_media,free,2025-08-22 15:13:02.152128,,,,,
2670,professional,chatgpt,free,2025-08-15 21:28:49.452493,,,,,
2671,student,search,free,2025-08-07 23:01:19.284563,,,,,
2672,professional,search,free,2025-08-19 18:00:35.506481,,,,,
2673,teacher,friend,free,2025-08-13 15:19:27.851716,,,,,
2674,teacher,chatgpt,free,2025-08-18 09:37:04.151047,,,,,
2675,student,friend,free,2025-08-26 17:48:31.346810,,,2025-09-13 21:38:02.478503,2025-09-20 21:38:02.478503,
2676,teacher,friend,free,2025-08-20 01:19:17.996636,,,,,
2677,student,friend,free,2025-08-18 11:33:10.782488,,,,,
2678,professional,chatgpt,free,2025-08-06 06:04:48.887419,,,,,
2679,professional,search,premium,2025-08-19 23:13:16.787962,2025-08-19 23:33:40.415239,,,,False
2680,professional,search,premium,2025-08-02 02:15:04.628756,2025-09-05 04:10:14.876628,,,,False
2681,professional,friend,free,2025-08-12 04:47:16.994501,,,,,
2682,professional,chatgpt,free,2025-08-12 17:31:57.939118,,,,,
2683,student,social_media,free,2025-08-24 23:00:20.547402,,,,,
2684,student,friend,free,2025-08-26 21:37:54.422719,,,,,
2685,student,social_media,free,2025-08-09 05:18:37.851950,,,,,
